from,to,duration
87773002,87773465,5
87773002,87773515,5
87773002,87773556,10
87773200,87773556,5
87773200,87781278,13
87773200,87781294,10
87773408,87773002,14
87773408,87773424,3
87773408,87773432,4
87773408,87773457,7
87773408,87775007,16
87773408,87775114,6
87773408,87775130,5
87773424,87773408,4
87773424,87773432,3
87773432,87773408,5
87773432,87773424,3
87773432,87773457,5
87773457,87773002,8
87773457,87773408,7
87773457,87773424,6
87773457,87773432,4
87773457,87773465,4
87773465,87773002,7
87773465,87773457,4
87773515,87773002,6
87773515,87773531,5
87773531,87773515,5
87773531,87773556,5
87773556,87773002,11
87773556,87773200,5
87773556,87773531,5
87775007,87703975,8
87775007,87775072,3
87775007,87775114,9
87775007,87775288,50
87775007,87775361,15
87775007,87775379,12
87775023,87703975,8
87775023,87765354,2
87775072,87775007,4
87775072,87775098,3
87775072,87775114,8
87775072,87775791,10
87775072,87775817,16
87775098,87775072,4
87775098,87775106,4
87775098,87775114,6
87775106,87775098,4
87775106,87775114,4
87775114,87773408,6
87775114,87775007,9
87775114,87775072,7
87775114,87775098,6
87775114,87775106,4
87775114,87775130,4
87775130,87773408,5
87775130,87775114,4
87775148,87775171,11
87775148,87783647,33
87775148,87783670,12
87775171,87734350,20
87775171,87734368,8
87775171,87775148,9
87775171,87775197,18
87775171,87783605,60
87775197,87775171,19
87775197,87775213,13
87775213,87775197,14
87775213,87775221,9
87775213,87775254,24
87775221,87775213,9
87775221,87775239,8
87775221,87775254,16
87775239,87775221,8
87775239,87775247,7
87775247,87775239,7
87775247,87775254,4
87775254,87775213,26
87775254,87775221,16
87775254,87775239,12
87775254,87775247,5
87775254,87775288,16
87775288,87775007,50
87775288,87775254,15
87775288,87775346,12
87775288,87775353,14
87775288,87775361,15
87775288,87783605,120
87775346,87775288,13
87775346,87775353,3
87775353,87775288,15
87775353,87775346,3
87775353,87775361,4
87775361,87775007,17
87775361,87775288,16
87775361,87775353,4
87775361,87775379,5
87775379,87775007,14
87775379,87775361,5
87775791,87775072,9
87775791,87775809,3
87775809,87775791,3
87775809,87775817,8
87775817,87775072,14
87775817,87775809,5
87775817,87775825,6
87775825,87775817,5
87775825,87775833,3
87775825,87775841,6
87775833,87775825,3
87775833,87775841,6
87775841,87775825,7
87775841,87775833,5
87775841,87775858,7
87775858,87775841,7
87775858,87775866,8
87775866,87775858,7
87781005,87781104,15
87781005,87781161,11
87781005,87781260,11
87781005,87781278,11
87781005,87781609,45
87781005,87781666,13
87781062,87781088,7
87781062,87781104,14
87781088,87781062,8
87781088,87784157,9
87781104,87615112,11
87781104,87781005,13
87781104,87781062,11
87781104,87781161,4
87781161,87781005,11
87781161,87781104,6
87781260,87781005,10
87781260,87781278,4
87781278,87773200,13
87781278,87781005,12
87781278,87781260,3
87781278,87781294,5
87781294,87773200,10
87781294,87781278,5
87781534,87781542,7
87781534,87783456,18
87781542,87781534,7
87781542,87781559,5
87781542,87781575,12
87781559,87781542,5
87781559,87781575,8
87781575,87781559,8
87781575,87781583,4
87781583,87781575,4
87781583,87781609,11
87781609,87781005,45
87781609,87781583,14
87781609,87781666,19
87781609,87783431,58
87781666,87781005,15
87781666,87781609,20
87782607,87734004,5
87782607,87734152,4
87782607,87734186,10
87782607,87734202,23
87783001,87783365,28
87783001,87783423,10
87783175,87734004,85
87783175,87734251,40
87783175,87734871,20
87783175,87783241,23
87783241,87734004,100
87783241,87783175,25
87783241,87783266,11
87783266,87783241,11
87783266,87783282,24
87783282,87783241,35
87783282,87783266,20
87783282,87783290,4
87783282,87783324,20
87783282,87783605,35
87783290,87783282,4
87783290,87783308,4
87783308,87783290,4
87783308,87783324,13
87783308,87783514,6
87783324,87783282,19
87783324,87783340,15
87783324,87783365,20
87783340,87783324,15
87783340,87783365,13
87783365,87783001,29
87783365,87783324,26
87783365,87783340,12
87783423,87783001,11
87783423,87783431,7
87783431,87783001,16
87783431,87783423,7
87783431,87783456,7
87783456,87781534,17
87783456,87783431,7
87783514,87783308,6
87783514,87783530,8
87783530,87783514,8
87783530,87783548,2
87783548,87783530,2
87783548,87783563,7
87783563,87783548,7
87783605,87775288,120
87783605,87783241,45
87783605,87783282,35
87783605,87783647,19
87783647,87783605,21
87783647,87783654,5
87783654,87783647,6
87783654,87783670,16
87783670,87775148,12
87783670,87783654,16
87784009,87784173,5
87784009,87784207,8
87784009,87784546,14
87784009,87784561,22
87784157,87781088,9
87784157,87784173,6
87784173,87784009,8
87784173,87784157,7
87784207,87784009,10
87784207,87784231,6
87784231,87784207,6
87784231,87784256,4
87784256,87784231,5
87784256,87784264,3
87784264,87784256,3
87784264,87784298,5
87784298,87784264,4
87784298,87785006,7
87784546,87784009,14
87784546,87784561,16
87784561,87784009,22
87784561,87784546,16
87784561,87784611,14
87784611,87784561,14
87784611,87784629,6
87784629,87784611,6
87784629,87784637,9
87784637,87784629,9
87784637,87784660,9
87784660,87784637,9
87784660,87784686,4
87784686,87784660,4
87784686,87784702,7
87784702,87784686,9
87784702,87784710,2
87784710,87784702,2
87784710,87784728,7
87784728,87784710,10
87784728,87784736,7
87784736,87784728,4
87784736,87784744,5
87784744,87784736,5
87784744,87784751,5
87784751,87784744,5
87784751,87784769,7
87784769,87784751,9
87784769,87784777,10
87784777,87784769,8
87784777,87784785,6
87784785,87784777,5
87784785,87784793,6
87784793,87784785,10
87784793,87784801,8
87784801,87784793,6
87784801,87784819,13
87784819,87784801,12
87784819,87784827,20
87784827,87784819,18
87784827,87784835,6
87784835,87784827,8
87784835,87784843,6
87784843,87784835,5
87784843,87784850,4
87784850,87784843,5
87784850,87784868,11
87784868,87784850,11
87784868,87784876,7
87784876,87784868,10
87784876,87784884,8
87784884,87784876,7
87784884,87784892,6
87784892,87611483,3
87784892,87784884,6
87785006,87784298,6
